tag,instance_id,service_id,thread_info.core,rx_pps,tx_pps,rx,tx,act_out,act_tonf,act_drop,thread_info.parent,state,rte_atomic16_read(thread_info.children_cnt),rx_drop_rate,tx_drop_rate,rx_drop,tx_drop,act_next,act_buffer,act_returned
ndpi_stat,1,1,3,1193027,1193027,371963848,371963848,371963848,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1193013,1193013,373156886,373156886,373156886,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1193020,1193022,374349927,374349927,374349927,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1193013,1193013,375542966,375542966,375542966,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1193012,1193012,376735999,376735999,376735999,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1192999,1193001,377929017,377929017,377929017,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1193034,1193034,379122074,379122074,379122074,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1193036,1193036,380315133,380315133,380315133,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1193980,1193980,381509141,381509141,381509141,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1173188,1173188,382682365,382682365,382682365,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1192244,1192244,383874641,383874641,383874641,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1190352,1190352,385065121,385065121,385065121,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1190332,1190332,386255501,386255501,386255501,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1189948,1189948,387445485,387445485,387445485,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1190596,1190596,388636229,388636229,388636229,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1190108,1190128,389826357,389826357,389826357,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1190152,1190152,391016557,391016557,391016557,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1190348,1190348,392206949,392206949,392206949,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1192504,1192504,393399517,393399517,393399517,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1191284,1191284,394590833,394590833,394590833,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1151136,1151136,395742033,395742033,395742033,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1191660,1191660,396933725,396933725,396933725,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1191372,1191372,398125129,398125129,398125129,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1192940,1192940,399318117,399318117,399318117,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1191328,1191328,400509509,400509509,400509509,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1193512,1193512,401703053,401703053,401703053,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1191372,1191372,402894457,402894457,402894457,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1193000,1193000,404087489,404087489,404087489,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1191848,1191816,405279489,405279457,405279457,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1193544,1193544,406473097,406473097,406473097,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1036672,1036672,407509889,407509889,407509889,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1192616,1192616,408702537,408702537,408702537,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1193568,1193568,409896201,409896201,409896201,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1193836,1193836,411090129,411090129,411090129,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1158268,1158268,412248545,412248545,412248545,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1189224,1189224,413437825,413437825,413437825,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1193376,1193376,414631233,414631233,414631233,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1116528,1116518,415747797,415747787,415747787,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,812034,812034,416559845,416559845,416559845,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,812133,812133,417372041,417372041,417372041,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,774505,774517,418146593,418146593,418146593,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,788048,788047,418934673,418934672,418934672,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,812910,812910,419747627,419747627,419747627,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,812882,812882,420560537,420560537,420560537,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,812888,812884,421373449,421373445,421373445,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,812730,812730,422186203,422186203,422186203,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,812766,812766,422998989,422998989,422998989,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,812918,812920,423811935,423811935,423811935,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,812908,812910,424624875,424624875,424624875,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,812998,812998,425437895,425437895,425437895,0,0,0,W,0,0,0,442687,0,0,0,0
