,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2024-02-23,00:37:16.495,   36.69,  607.78,  113.23,  657.85,,,,,  149.93, 1265.63,     52422, 1415.56,  499.00,    1.44,  501.99,    4.72,,,,, 1000.99,    6.17,     54662, 1007.16,   1150.92,   1271.80,   2422.71
2024-02-23,00:37:17.496,   35.31,  607.64,  107.98,  655.59,,,,,  143.29, 1263.23,     52477, 1406.52,  496.56,    1.67,  498.80,    4.98,,,,,  995.36,    6.64,     54630, 1002.00,   1138.65,   1269.87,   2408.52
2024-02-23,00:37:18.496,   36.47,  607.29,  112.10,  656.79,,,,,  148.57, 1264.08,     52434, 1412.64,  495.14,    1.34,  497.11,    4.63,,,,,  992.25,    5.98,     54535,  998.23,   1140.82,   1270.05,   2410.87
2024-02-23,00:37:19.496,   35.48,  607.19,  108.50,  655.24,,,,,  143.98, 1262.43,     52478, 1406.41,  499.34,    1.96,  500.82,    5.27,,,,, 1000.16,    7.22,     54797, 1007.38,   1144.14,   1269.65,   2413.80
2024-02-23,00:37:20.496,   31.82,  602.99,   97.32,  645.08,,,,,  129.14, 1248.06,     52420, 1377.20,  490.24,    1.35,  494.60,    4.64,,,,,  984.83,    6.00,     54485,  990.83,   1113.97,   1254.06,   2368.03
2024-02-23,00:37:21.497,   28.70,  594.44,   91.21,  626.97,,,,,  119.91, 1221.41,     52499, 1341.31,  499.00,   18.03,  500.60,   21.39,,,,,  999.60,   39.42,     54289, 1039.02,   1119.50,   1260.83,   2380.33
2024-02-23,00:37:22.496,   17.65,  587.45,   55.91,  607.47,,,,,   73.56, 1194.92,     52441, 1268.48,  504.39,    3.30,  505.98,    6.61,,,,, 1010.36,    9.91,     54598, 1020.27,   1083.92,   1204.83,   2288.75
2024-02-23,00:37:23.497,   13.21,  580.46,   39.08,  593.43,,,,,   52.29, 1173.88,     52469, 1226.17,  474.99,    1.47,  477.70,    4.78,,,,,  952.69,    6.25,     54435,  958.94,   1004.98,   1180.14,   2185.11
2024-02-23,00:37:24.497,   13.53,  574.47,   39.79,  587.62,,,,,   53.32, 1162.08,     52414, 1215.41,  466.94,    2.12,  468.92,    5.41,,,,,  935.86,    7.54,     54233,  943.40,    989.19,   1169.62,   2158.81
2024-02-23,00:37:25.497,   13.41,  570.80,   39.75,  583.78,,,,,   53.16, 1154.58,     52460, 1207.74,  459.82,    1.39,  463.77,    4.68,,,,,  923.59,    6.07,     54102,  929.66,    976.75,   1160.65,   2137.40
2024-02-23,00:37:26.497,   14.00,  566.67,   42.02,  580.70,,,,,   56.02, 1147.37,     52416, 1203.39,  453.33,    1.76,  456.59,    5.04,,,,,  909.91,    6.80,     54025,  916.71,    965.94,   1154.17,   2120.10
2024-02-23,00:37:27.498,   13.72,  564.24,   40.75,  577.63,,,,,   54.47, 1141.87,     52466, 1196.35,  451.85,    1.32,  456.48,    4.61,,,,,  908.33,    5.93,     54021,  914.26,    962.81,   1147.80,   2110.61
2024-02-23,00:37:28.497,   13.96,  561.23,   41.02,  574.63,,,,,   54.99, 1135.86,     52411, 1190.85,  447.50,    1.73,  450.40,    5.04,,,,,  897.90,    6.77,     53986,  904.68,    952.89,   1142.63,   2095.52
2024-02-23,00:37:29.498,   14.08,  559.27,   41.97,  573.12,,,,,   56.05, 1132.39,     52421, 1188.44,  445.01,    1.29,  447.49,    4.58,,,,,  892.50,    5.86,     54037,  898.37,    948.55,   1138.25,   2086.81
2024-02-23,00:37:30.498,   14.32,  558.07,   43.30,  572.45,,,,,   57.62, 1130.52,     52470, 1188.14,  447.18,    2.03,  448.28,    5.33,,,,,  895.46,    7.37,     54122,  902.83,    953.08,   1137.89,   2090.97
2024-02-23,00:37:31.498,   14.29,  555.38,   42.93,  569.50,,,,,   57.22, 1124.88,     52414, 1182.10,  448.48,    1.29,  448.09,    4.59,,,,,  896.57,    5.89,     53964,  902.46,    953.79,   1130.77,   2084.55
2024-02-23,00:37:32.498,   43.82,  587.48,  154.34,  644.36,,,,,  198.16, 1231.84,     52522, 1430.00,  526.18,   12.69,  526.47,   15.91,,,,, 1052.65,   28.60,     54557, 1081.25,   1250.80,   1260.44,   2511.24
2024-02-23,00:37:33.498,   13.46,  574.91,   40.40,  588.95,,,,,   53.87, 1163.86,     52422, 1217.72,  484.01,    1.62,  486.83,    4.91,,,,,  970.84,    6.53,     54322,  977.37,   1024.70,   1170.39,   2195.09
2024-02-23,00:37:34.499,   18.77,  521.35,   59.93,  543.59,,,,,   78.70, 1064.94,     52474, 1143.64,  479.51,    2.66,  481.79,    5.95,,,,,  961.30,    8.61,     54278,  969.91,   1040.00,   1073.56,   2113.56
2024-02-23,00:37:35.498,   14.40,  509.37,   43.62,  524.84,,,,,   58.02, 1034.21,     52410, 1092.23,  459.09,    1.45,  460.69,    4.78,,,,,  919.78,    6.23,     54064,  926.01,    977.80,   1040.44,   2018.25
2024-02-23,00:37:36.499,   17.61,  507.79,   55.21,  527.79,,,,,   72.82, 1035.58,     52462, 1108.40,  453.95,    1.50,  455.40,    4.80,,,,,  909.35,    6.30,     54133,  915.65,    982.17,   1041.88,   2024.04
2024-02-23,00:37:37.499,   13.83,  503.05,   40.88,  517.51,,,,,   54.72, 1020.56,     52406, 1075.27,  454.62,    1.71,  454.69,    4.99,,,,,  909.31,    6.70,     54155,  916.01,    964.03,   1027.25,   1991.28
2024-02-23,00:37:38.499,   14.81,  501.55,   44.43,  517.12,,,,,   59.24, 1018.67,     52468, 1077.91,  451.45,    1.43,  450.46,    4.74,,,,,  901.91,    6.18,     54077,  908.09,    961.15,   1024.85,   1986.00
2024-02-23,00:37:39.499,   13.21,  499.81,   38.35,  512.55,,,,,   51.56, 1012.36,     52409, 1063.92,  449.70,    1.71,  448.62,    5.01,,,,,  898.32,    6.72,     54133,  905.04,    949.88,   1019.08,   1968.96
2024-02-23,00:37:40.500,   14.68,  499.71,   44.24,  515.07,,,,,   58.92, 1014.78,     52477, 1073.70,  450.27,    1.31,  449.02,    4.60,,,,,  899.29,    5.90,     54235,  905.19,    958.21,   1020.68,   1978.89
2024-02-23,00:37:41.499,   13.24,  496.12,   38.46,  509.29,,,,,   51.70, 1005.42,     52411, 1057.12,  453.08,    2.02,  453.36,    5.33,,,,,  906.44,    7.35,     54059,  913.79,    958.14,   1012.77,   1970.91
2024-02-23,00:37:42.500,   40.59,  542.28,  133.60,  591.86,,,,,  174.18, 1134.14,     52508, 1308.32,  520.87,   13.78,  521.59,   17.04,,,,, 1042.46,   30.83,     54579, 1073.29,   1216.64,   1164.96,   2381.61
2024-02-23,00:37:43.500,   12.87,  543.06,   36.86,  555.84,,,,,   49.73, 1098.89,     52418, 1148.63,  491.36,    2.71,  495.64,    6.02,,,,,  987.00,    8.73,     54360,  995.73,   1036.73,   1107.62,   2144.36
2024-02-23,00:37:44.500,   13.80,  533.01,   40.86,  547.36,,,,,   54.66, 1080.37,     52419, 1135.03,  474.86,    1.51,  478.83,    4.79,,,,,  953.69,    6.30,     54089,  959.99,   1008.35,   1086.67,   2095.02
2024-02-23,00:37:45.499,   11.92,  526.14,   34.16,  537.65,,,,,   46.08, 1063.79,     52465, 1109.87,  461.55,    1.62,  462.83,    4.92,,,,,  924.37,    6.53,     54185,  930.91,    970.45,   1070.32,   2040.78
2024-02-23,00:37:46.499,   13.58,  520.95,   39.96,  534.95,,,,,   53.53, 1055.91,     52409, 1109.44,  455.78,    1.41,  458.09,    4.71,,,,,  913.87,    6.12,     54185,  919.99,    967.40,   1062.03,   2029.43
2024-02-23,00:37:47.500,   12.19,  516.75,   34.61,  528.61,,,,,   46.80, 1045.36,     52469, 1092.16,  458.53,    2.02,  460.44,    5.32,,,,,  918.97,    7.34,     54154,  926.31,    965.77,   1052.70,   2018.47
2024-02-23,00:37:48.499,   13.43,  512.44,   39.58,  526.42,,,,,   53.02, 1038.85,     52415, 1091.87,  453.10,    1.47,  454.97,    4.76,,,,,  908.07,    6.23,     54130,  914.29,    961.08,   1045.08,   2006.16
2024-02-23,00:37:49.500,   12.41,  510.94,   35.49,  523.01,,,,,   47.90, 1033.95,     52462, 1081.85,  449.02,    1.53,  450.78,    4.85,,,,,  899.80,    6.38,     54109,  906.18,    947.70,   1040.33,   1988.03
2024-02-23,00:37:50.500,   13.67,  507.57,   40.06,  521.58,,,,,   53.73, 1029.15,     52413, 1082.88,  447.08,    1.32,  447.43,    4.62,,,,,  894.50,    5.94,     53969,  900.45,    948.23,   1035.10,   1983.33
2024-02-23,00:37:51.500,   12.37,  506.08,   35.31,  518.09,,,,,   47.68, 1024.18,     52463, 1071.85,  444.77,    1.65,  448.81,    4.94,,,,,  893.58,    6.59,     54084,  900.16,    941.25,   1030.76,   1972.01
2024-02-23,00:37:52.500,   32.48,  532.65,  105.58,  571.58,,,,,  138.06, 1104.23,     52460, 1242.29,  518.75,   22.38,  520.97,   25.70,,,,, 1039.72,   48.08,     54364, 1087.80,   1177.78,   1152.31,   2330.09
2024-02-23,00:37:53.501,   13.08,  547.82,   37.52,  560.53,,,,,   50.61, 1108.35,     52461, 1158.95,  496.63,    3.49,  497.16,    6.79,,,,,  993.79,   10.28,     54552, 1004.07,   1044.40,   1118.63,   2163.03
2024-02-23,00:37:54.500,   12.42,  537.37,   35.67,  549.27,,,,,   48.09, 1086.64,     52419, 1134.73,  475.74,    1.31,  474.98,    4.61,,,,,  950.72,    5.92,     54361,  956.64,    998.81,   1092.56,   2091.37
2024-02-23,00:37:55.501,   12.00,  530.16,   33.54,  541.13,,,,,   45.53, 1071.29,     52466, 1116.82,  460.27,    1.22,  460.38,    4.53,,,,,  920.64,    5.75,     54255,  926.39,    966.18,   1077.04,   2043.21
2024-02-23,00:37:56.501,   12.65,  524.12,   36.19,  536.57,,,,,   48.83, 1060.70,     52416, 1109.53,  456.01,    1.72,  457.10,    5.00,,,,,  913.12,    6.73,     54022,  919.84,    961.95,   1067.42,   2029.37
2024-02-23,00:37:57.501,   12.38,  520.61,   35.36,  532.33,,,,,   47.74, 1052.94,     52464, 1100.68,  448.85,    1.30,  450.03,    4.61,,,,,  898.88,    5.91,     54067,  904.79,    946.62,   1058.85,   2005.47
2024-02-23,00:37:58.501,   12.56,  515.92,   36.21,  527.98,,,,,   48.76, 1043.90,     52411, 1092.67,  452.90,    2.02,  455.72,    5.32,,,,,  908.62,    7.34,     54063,  915.96,    957.39,   1051.24,   2008.63
2024-02-23,00:37:59.502,   12.73,  514.01,   36.70,  526.30,,,,,   49.43, 1040.31,     52462, 1089.75,  446.92,    1.30,  449.35,    4.60,,,,,  896.28,    5.90,     54060,  902.18,    945.71,   1046.22,   1991.92
2024-02-23,00:38:00.501,   12.82,  510.24,   37.26,  523.11,,,,,   50.08, 1033.36,     52410, 1083.43,  446.44,    1.78,  447.61,    5.08,,,,,  894.05,    6.86,     54058,  900.91,    944.13,   1040.22,   1984.35
2024-02-23,00:38:01.502,   13.19,  509.27,   38.61,  522.65,,,,,   51.80, 1031.92,     52469, 1083.72,  441.99,    1.21,  441.79,    4.52,,,,,  883.78,    5.73,     53951,  889.51,    935.58,   1037.65,   1973.23
2024-02-23,00:38:02.502,   35.69,  520.57,  115.35,  562.97,,,,,  151.04, 1083.54,     52454, 1234.59,  477.13,   12.03,  478.22,   15.34,,,,,  955.35,   27.37,     54057,  982.72,   1106.39,   1110.92,   2217.31
2024-02-23,00:38:03.502,   17.05,  556.03,   51.88,  575.36,,,,,   68.94, 1131.39,     52425, 1200.33,  512.38,    5.87,  512.50,    9.15,,,,, 1024.88,   15.02,     54510, 1039.90,   1093.82,   1146.42,   2240.23
2024-02-23,00:38:04.502,   80.22,  615.74,  293.52,  732.99,,,,,  373.74, 1348.73,     52561, 1722.47,  495.66,    3.63,  496.16,    6.91,,,,,  991.83,   10.54,     54501, 1002.36,   1365.57,   1359.27,   2724.83
2024-02-23,00:38:05.502,   83.07,  619.11,  306.53,  741.70,,,,,  389.60, 1360.81,     52543, 1750.41,  482.19,    2.44,  482.15,    5.78,,,,,  964.34,    8.22,     54366,  972.56,   1353.94,   1369.03,   2722.97
2024-02-23,00:38:06.502,   83.38,  619.36,  308.25,  742.87,,,,,  391.64, 1362.23,     52519, 1753.86,  464.93,    1.23,  465.49,    4.54,,,,,  930.42,    5.78,     54191,  936.20,   1322.06,   1368.00,   2690.06
2024-02-23,00:38:07.503,   81.84,  618.57,  304.91,  741.06,,,,,  386.75, 1359.62,     52556, 1746.37,  458.60,    1.56,  460.52,    4.86,,,,,  919.12,    6.42,     54099,  925.55,   1305.87,   1366.04,   2671.92
2024-02-23,00:38:08.503,   83.15,  618.92,  308.16,  742.38,,,,,  391.31, 1361.29,     52507, 1752.61,  451.52,    1.31,  454.94,    4.62,,,,,  906.46,    5.93,     54111,  912.39,   1297.77,   1367.22,   2664.99
2024-02-23,00:38:09.503,   82.17,  618.21,  305.07,  740.45,,,,,  387.24, 1358.65,     52521, 1745.89,  454.83,    1.83,  454.96,    5.10,,,,,  909.79,    6.93,     54031,  916.73,   1297.03,   1365.59,   2662.62
2024-02-23,00:38:10.503,   89.67,  618.74,  326.70,  749.41,,,,,  416.36, 1368.15,     52531, 1784.51,  453.32,    1.29,  452.29,    4.58,,,,,  905.61,    5.87,     54152,  911.49,   1321.98,   1374.02,   2696.00
2024-02-23,00:38:11.504,  111.41,  617.22,  390.96,  773.14,,,,,  502.37, 1390.36,     52574, 1892.74,  451.39,    1.68,  449.84,    4.99,,,,,  901.23,    6.67,     54197,  907.90,   1403.60,   1397.04,   2800.64
2024-02-23,00:38:12.504,  111.62,  616.46,  393.96,  773.58,,,,,  505.58, 1390.04,     52518, 1895.62,  447.75,    1.40,  448.18,    4.71,,,,,  895.93,    6.12,     53970,  902.05,   1401.51,   1396.15,   2797.66
2024-02-23,00:38:13.504,  120.79,  606.86,  420.79,  771.04,,,,,  541.58, 1377.90,     52587, 1919.47,  548.29,   23.75,  550.32,   26.97,,,,, 1098.61,   50.72,     54670, 1149.33,   1640.19,   1428.62,   3068.81
2024-02-23,00:38:14.504,  111.37,  616.66,  391.73,  772.90,,,,,  503.10, 1389.57,     52539, 1892.67,  489.24,    2.69,  491.59,    5.98,,,,,  980.83,    8.67,     54367,  989.50,   1483.93,   1398.24,   2882.17
2024-02-23,00:38:15.504,  111.71,  616.33,  392.11,  772.54,,,,,  503.82, 1388.86,     52534, 1892.69,  472.04,    1.51,  475.90,    4.83,,,,,  947.94,    6.34,     54233,  954.29,   1451.77,   1395.21,   2846.97
2024-02-23,00:38:16.504,  111.64,  617.22,  391.66,  773.35,,,,,  503.30, 1390.57,     52548, 1893.87,  465.14,    1.97,  469.22,    5.26,,,,,  934.37,    7.23,     54103,  941.60,   1437.67,   1397.81,   2835.47
2024-02-23,00:38:17.505,  111.51,  616.41,  392.15,  772.79,,,,,  503.66, 1389.20,     52559, 1892.86,  460.04,    1.39,  462.58,    4.69,,,,,  922.62,    6.08,     54100,  928.70,   1426.28,   1395.28,   2821.56
2024-02-23,00:38:18.505,  111.46,  618.02,  391.03,  774.14,,,,,  502.48, 1392.15,     52593, 1894.63,  457.67,    1.79,  458.41,    5.10,,,,,  916.08,    6.89,     54127,  922.97,   1418.56,   1399.04,   2817.60
2024-02-23,00:38:19.505,  111.28,  615.91,  390.17,  771.67,,,,,  501.44, 1387.58,     52539, 1889.03,  451.98,    1.37,  454.37,    4.68,,,,,  906.36,    6.05,     54060,  912.41,   1407.80,   1393.63,   2801.44
2024-02-23,00:38:20.505,  111.81,  617.99,  391.88,  774.09,,,,,  503.69, 1392.08,     52528, 1895.77,  455.84,    2.21,  458.99,    5.51,,,,,  914.83,    7.72,     54090,  922.55,   1418.52,   1399.80,   2818.32
2024-02-23,00:38:21.505,  111.32,  616.44,  389.18,  771.68,,,,,  500.50, 1388.13,     52554, 1888.63,  451.51,    1.41,  455.75,    4.73,,,,,  907.26,    6.14,     54158,  913.40,   1407.76,   1394.26,   2802.02
2024-02-23,00:38:22.505,  111.72,  617.89,  389.31,  773.06,,,,,  501.04, 1390.95,     52524, 1891.99,  450.14,    1.74,  454.50,    5.06,,,,,  904.64,    6.80,     54144,  911.44,   1405.67,   1397.75,   2803.43
2024-02-23,00:38:23.506,  126.75,  564.99,  448.04,  736.29,,,,,  574.79, 1301.28,     52637, 1876.06,  522.43,   15.23,  524.15,   18.48,,,,, 1046.58,   33.72,     54395, 1080.30,   1621.37,   1334.99,   2956.36
2024-02-23,00:38:24.506,  111.54,  617.74,  391.84,  774.17,,,,,  503.38, 1391.91,     52521, 1895.30,  496.79,    2.84,  498.54,    6.13,,,,,  995.33,    8.97,     54382, 1004.30,   1498.72,   1400.88,   2899.60
2024-02-23,00:38:25.506,  110.81,  617.45,  389.29,  773.01,,,,,  500.11, 1390.45,     52543, 1890.56,  477.77,    2.23,  479.82,    5.56,,,,,  957.59,    7.79,     54263,  965.38,   1457.70,   1398.24,   2855.94
2024-02-23,00:38:26.506,  111.33,  618.05,  389.56,  773.42,,,,,  500.89, 1391.47,     52536, 1892.36,  473.84,    1.82,  475.09,    5.12,,,,,  948.94,    6.94,     54319,  955.88,   1449.83,   1398.41,   2848.24
2024-02-23,00:38:27.506,  115.14,  602.19,  404.15,  761.58,,,,,  519.29, 1363.77,     52580, 1883.06,  462.96,    1.28,  462.47,    4.58,,,,,  925.43,    5.86,     54145,  931.29,   1444.72,   1369.64,   2814.35
2024-02-23,00:38:28.506,  111.70,  615.66,  390.44,  771.19,,,,,  502.14, 1386.85,     52536, 1889.00,  457.82,    1.54,  458.63,    4.84,,,,,  916.45,    6.38,     54190,  922.84,   1418.60,   1393.23,   2811.83
2024-02-23,00:38:29.506,  110.62,  617.01,  387.24,  771.85,,,,,  497.85, 1388.86,     52528, 1886.71,  457.05,    1.80,  459.93,    5.09,,,,,  916.98,    6.89,     54162,  923.87,   1414.84,   1395.75,   2810.59
2024-02-23,00:38:30.507,  107.33,  625.94,  377.31,  776.97,,,,,  484.65, 1402.91,     52544, 1887.56,  464.13,    1.86,  466.41,    5.17,,,,,  930.53,    7.03,     54293,  937.56,   1415.18,   1409.94,   2825.12
2024-02-23,00:38:31.507,   96.60,  662.10,  342.73,  800.66,,,,,  439.33, 1462.76,     52573, 1902.09,  496.79,    1.71,  501.09,    5.02,,,,,  997.88,    6.73,     54593, 1004.62,   1437.21,   1469.49,   2906.70
2024-02-23,00:38:32.507,   96.55,  661.04,  342.60,  799.61,,,,,  439.15, 1460.64,     52518, 1899.79,  494.03,    1.84,  498.79,    5.14,,,,,  992.82,    6.98,     54677,  999.80,   1431.97,   1467.62,   2899.59
2024-02-23,00:38:33.522,  109.23,  640.83,  390.53,  793.19,,,,,  499.76, 1434.02,     52633, 1933.78,  518.59,    7.76,  522.82,   11.08,,,,, 1041.41,   18.84,     54937, 1060.25,   1541.17,   1452.86,   2994.03
2024-02-23,00:38:34.511,   71.90,  568.98,  247.46,  669.82,,,,,  319.36, 1238.80,     52460, 1558.17,  560.97,   11.92,  561.93,   15.16,,,,, 1122.89,   27.08,     54600, 1149.97,   1442.26,   1265.88,   2708.14
2024-02-23,00:38:35.511,   48.71,  569.27,  163.41,  639.90,,,,,  212.12, 1209.17,     52487, 1421.29,  524.12,    1.53,  525.91,    4.86,,,,, 1050.02,    6.39,     54756, 1056.41,   1262.15,   1215.56,   2477.70
