,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2024-02-23,00:59:15.702,   15.20,  565.07,   46.12,  581.55,,,,,   61.31, 1146.62,     52418, 1207.94,  499.72,    6.95,  497.80,    3.51,,,,,  997.52,   10.46,     54909, 1007.99,   1058.84,   1157.08,   2215.92
2024-02-23,00:59:16.702,   15.18,  561.40,   44.99,  577.20,,,,,   60.18, 1138.60,     52477, 1198.78,  488.38,    6.26,  480.66,    2.88,,,,,  969.04,    9.13,     54766,  978.17,   1029.21,   1147.73,   2176.95
2024-02-23,00:59:17.701,   14.99,  558.33,   45.05,  574.07,,,,,   60.04, 1132.40,     52419, 1192.44,  472.20,    4.85,  466.47,    1.42,,,,,  938.67,    6.27,     54439,  944.94,    998.71,   1138.67,   2137.38
2024-02-23,00:59:18.702,   14.50,  556.97,   43.58,  572.37,,,,,   58.08, 1129.34,     52466, 1187.42,  465.37,    5.12,  458.26,    1.70,,,,,  923.62,    6.82,     54500,  930.44,    981.71,   1136.16,   2117.86
2024-02-23,00:59:19.702,   14.70,  554.89,   44.54,  570.33,,,,,   59.24, 1125.22,     52417, 1184.47,  451.02,    4.59,  448.02,    1.18,,,,,  899.05,    5.77,     54498,  904.82,    958.29,   1131.00,   2089.28
2024-02-23,00:59:20.703,   38.88,  463.31,  126.61,  516.06,,,,,  165.49,  979.37,     52469, 1144.86,  404.98,    5.16,  402.68,    1.73,,,,,  807.66,    6.89,     53914,  814.54,    973.15,    986.25,   1959.40
2024-02-23,00:59:21.702,   73.72,  325.71,  245.67,  431.93,,,,,  319.39,  757.64,     52444, 1077.04,  330.13,    4.86,  328.83,    1.47,,,,,  658.96,    6.34,     52979,  665.29,    978.35,    763.98,   1742.33
2024-02-23,00:59:22.702,   73.56,  323.90,  244.92,  430.04,,,,,  318.48,  753.95,     52437, 1072.43,  321.80,    5.10,  317.73,    1.68,,,,,  639.53,    6.78,     52916,  646.31,    958.01,    760.73,   1718.73
2024-02-23,00:59:23.703,   73.84,  323.57,  245.92,  430.08,,,,,  319.75,  753.65,     52478, 1073.41,  315.84,    4.72,  312.71,    1.27,,,,,  628.55,    5.99,     52980,  634.55,    948.30,    759.65,   1707.95
2024-02-23,00:59:24.709,   88.62,  340.75,  295.93,  462.23,,,,,  384.55,  802.98,     52493, 1187.53,  339.46,   12.81,  337.46,    9.35,,,,,  676.92,   22.16,     53030,  699.08,   1061.46,    825.14,   1886.60
2024-02-23,00:59:25.706,   91.22,  380.37,  302.70,  504.83,,,,,  393.92,  885.19,     52480, 1279.11,  392.62,    8.76,  390.29,    5.26,,,,,  782.91,   14.02,     53226,  796.93,   1176.83,    899.21,   2076.05
2024-02-23,00:59:26.706,   77.91,  366.70,  257.64,  477.88,,,,,  335.55,  844.58,     52448, 1180.13,  351.20,    5.24,  351.78,    1.82,,,,,  702.98,    7.06,     53082,  710.04,   1038.53,    851.64,   1890.17
2024-02-23,00:59:27.707,   76.10,  359.49,  251.01,  468.53,,,,,  327.11,  828.02,     52484, 1155.13,  337.90,    5.24,  341.55,    1.82,,,,,  679.45,    7.05,     53085,  686.50,   1006.56,    835.07,   1841.62
2024-02-23,00:59:28.707,   76.54,  356.85,  253.25,  466.51,,,,,  329.78,  823.36,     52433, 1153.14,  323.65,    4.70,  323.48,    1.31,,,,,  647.13,    6.01,     52984,  653.14,    976.91,    829.37,   1806.29
2024-02-23,00:59:29.706,   75.11,  352.53,  248.46,  460.42,,,,,  323.56,  812.95,     52440, 1136.52,  316.51,    4.97,  312.66,    1.55,,,,,  629.17,    6.52,     52978,  635.69,    952.73,    819.48,   1772.21
2024-02-23,00:59:30.707,   53.49,  430.72,  177.86,  505.77,,,,,  231.35,  936.49,     52490, 1167.84,  355.71,    4.65,  353.16,    1.22,,,,,  708.87,    5.87,     53512,  714.74,    940.22,    942.36,   1882.58
2024-02-23,00:59:31.707,   16.52,  541.38,   52.19,  559.90,,,,,   68.71, 1101.29,     52413, 1169.99,  431.83,    5.02,  425.44,    1.59,,,,,  857.27,    6.61,     54221,  863.88,    925.98,   1107.90,   2033.88
2024-02-23,00:59:32.708,   17.32,  543.51,   55.09,  563.11,,,,,   72.42, 1106.63,     52466, 1179.04,  441.78,    5.01,  435.03,    1.60,,,,,  876.81,    6.61,     54298,  883.42,    949.22,   1113.24,   2062.46
2024-02-23,00:59:33.707,   15.67,  541.76,   48.79,  558.81,,,,,   64.46, 1100.57,     52417, 1165.03,  445.11,    5.19,  439.91,    1.78,,,,,  885.03,    6.97,     54348,  892.00,    949.48,   1107.55,   2057.03
2024-02-23,00:59:34.707,   16.59,  541.71,   52.00,  560.29,,,,,   68.59, 1102.00,     52419, 1170.59,  445.90,    4.71,  441.65,    1.30,,,,,  887.55,    6.02,     54355,  893.57,    956.14,   1108.02,   2064.16
2024-02-23,00:59:35.708,   39.18,  571.28,  132.41,  621.19,,,,,  171.59, 1192.48,     52522, 1364.07,  530.92,   23.72,  524.70,   20.23,,,,, 1055.62,   43.95,     54810, 1099.57,   1227.21,   1236.43,   2463.64
2024-02-23,00:59:36.708,   77.26,  613.77,  283.57,  726.66,,,,,  360.83, 1340.42,     52512, 1701.25,  507.79,    6.70,  501.23,    3.27,,,,, 1009.03,    9.96,     54696, 1018.99,   1369.86,   1350.38,   2720.24
2024-02-23,00:59:37.708,   72.70,  611.62,  267.67,  718.78,,,,,  340.37, 1330.40,     52503, 1670.78,  482.89,    5.25,  474.94,    1.79,,,,,  957.84,    7.04,     54406,  964.88,   1298.21,   1337.44,   2635.65
2024-02-23,00:59:38.708,   73.39,  611.10,  269.75,  718.84,,,,,  343.14, 1329.94,     52505, 1673.08,  477.65,    5.55,  471.60,    2.13,,,,,  949.25,    7.69,     54525,  956.94,   1292.39,   1337.63,   2630.02
2024-02-23,00:59:39.709,   72.31,  611.68,  267.21,  718.67,,,,,  339.51, 1330.34,     52566, 1669.86,  467.44,    4.64,  460.96,    1.20,,,,,  928.40,    5.84,     54522,  934.23,   1267.91,   1336.18,   2604.09
2024-02-23,00:59:40.708,   47.10,  364.62,  168.60,  430.52,,,,,  215.70,  795.15,     52461, 1010.85,  400.07,    5.06,  395.81,    1.63,,,,,  795.88,    6.68,     53655,  802.56,   1011.58,    801.83,   1813.41
2024-02-23,00:59:41.708,    6.58,    5.80,   11.93,    7.16,,,,,   18.50,   12.96,     52409,   31.46,  279.11,    4.26,  279.13,    0.82,,,,,  558.25,    5.08,     52586,  563.32,    576.75,     18.03,    594.79
2024-02-23,00:59:42.709,    6.58,    5.34,   11.80,    6.74,,,,,   18.37,   12.08,     52456,   30.45,  264.95,    4.67,  262.13,    1.25,,,,,  527.08,    5.92,     52605,  532.99,    545.45,     18.00,    563.45
2024-02-23,00:59:43.708,    6.73,    4.94,   12.22,    6.45,,,,,   18.95,   11.39,     52403,   30.34,  259.17,    5.22,  256.85,    1.80,,,,,  516.02,    7.02,     52537,  523.04,    534.97,     18.42,    553.38
2024-02-23,00:59:44.709,    6.60,    4.91,   11.81,    6.26,,,,,   18.41,   11.16,     52461,   29.58,  252.49,    4.92,  251.46,    1.51,,,,,  503.94,    6.43,     52605,  510.37,    522.36,     17.59,    539.95
2024-02-23,00:59:45.709,   18.57,   11.88,   49.89,   27.99,,,,,   68.46,   39.87,     52427,  108.34,  334.29,   21.95,  334.32,   18.83,,,,,  668.61,   40.78,     52739,  709.39,    737.07,     80.65,    817.72
2024-02-23,00:59:46.709,    7.76,    5.68,   15.88,    8.62,,,,,   23.63,   14.29,     52475,   37.93,  317.82,    6.06,  313.27,    2.63,,,,,  631.08,    8.69,     52711,  639.77,    654.72,     22.98,    677.70
2024-02-23,00:59:47.709,    6.37,    4.63,   10.72,    5.45,,,,,   17.08,   10.08,     52413,   27.16,  274.70,    5.02,  268.64,    1.61,,,,,  543.34,    6.64,     52563,  549.98,    560.43,     16.72,    577.14
2024-02-23,00:59:48.710,    6.76,    4.89,   12.33,    6.42,,,,,   19.09,   11.31,     52456,   30.40,  264.64,    5.33,  256.30,    1.88,,,,,  520.94,    7.21,     52615,  528.15,    540.03,     18.52,    558.55
2024-02-23,00:59:49.709,    6.69,    4.63,   12.29,    6.08,,,,,   18.98,   10.71,     52402,   29.69,  252.66,    4.83,  253.56,    1.41,,,,,  506.23,    6.24,     52552,  512.47,    525.21,     16.95,    542.16
2024-02-23,00:59:50.710,   33.74,  250.18,  117.93,  295.42,,,,,  151.67,  545.61,     52496,  697.28,  307.12,    5.54,  308.26,    2.12,,,,,  615.39,    7.66,     53300,  623.05,    767.06,    553.27,   1320.33
2024-02-23,00:59:51.710,   71.75,  611.10,  265.59,  717.39,,,,,  337.34, 1328.49,     52505, 1665.83,  418.61,    4.71,  413.03,    1.28,,,,,  831.64,    5.99,     54248,  837.63,   1168.98,   1334.48,   2503.46
2024-02-23,00:59:52.710,   72.01,  610.97,  266.74,  717.92,,,,,  338.75, 1328.89,     52507, 1667.64,  428.21,    5.16,  423.11,    1.76,,,,,  851.32,    6.92,     54308,  858.24,   1190.07,   1335.81,   2525.88
2024-02-23,00:59:53.710,   71.81,  610.62,  265.03,  716.80,,,,,  336.84, 1327.42,     52518, 1664.26,  436.00,    4.79,  429.67,    1.38,,,,,  865.67,    6.16,     54347,  871.84,   1202.51,   1333.59,   2536.10
2024-02-23,00:59:54.710,   71.67,  610.74,  264.98,  717.06,,,,,  336.64, 1327.81,     52509, 1664.45,  441.43,    5.40,  437.35,    1.97,,,,,  878.77,    7.37,     54302,  886.15,   1215.42,   1335.18,   2550.60
2024-02-23,00:59:55.712,   79.72,  615.46,  288.15,  729.23,,,,,  367.88, 1344.69,     52530, 1712.57,  483.96,   20.04,  479.36,   16.52,,,,,  963.33,   36.57,     54557,  999.90,   1331.20,   1381.26,   2712.46
2024-02-23,00:59:56.712,   79.26,  600.27,  291.13,  715.28,,,,,  370.39, 1315.55,     52559, 1685.94,  513.46,    9.04,  508.57,    5.61,,,,, 1022.03,   14.64,     54804, 1036.67,   1392.42,   1330.20,   2722.62
2024-02-23,00:59:57.712,   71.72,  611.24,  265.70,  717.79,,,,,  337.42, 1329.03,     52494, 1666.46,  480.90,    4.86,  475.09,    1.43,,,,,  955.99,    6.29,     54527,  962.28,   1293.42,   1335.33,   2628.74
2024-02-23,00:59:58.713,   71.81,  611.72,  265.80,  718.34,,,,,  337.60, 1330.05,     52527, 1667.66,  464.22,    5.25,  460.58,    1.85,,,,,  924.80,    7.10,     54582,  931.90,   1262.41,   1337.15,   2599.55
2024-02-23,00:59:59.712,   71.30,  610.84,  264.62,  717.26,,,,,  335.93, 1328.10,     52488, 1664.03,  458.45,    4.84,  456.31,    1.41,,,,,  914.75,    6.25,     54501,  921.00,   1250.68,   1334.35,   2585.03
2024-02-23,01:00:00.713,   83.73,  610.15,  300.99,  731.92,,,,,  384.72, 1342.07,     52521, 1726.80,  461.69,    5.48,  458.14,    2.06,,,,,  919.84,    7.54,     54388,  927.37,   1304.56,   1349.61,   2654.17
2024-02-23,01:00:01.713,  100.35,  608.61,  348.87,  750.62,,,,,  449.22, 1359.23,     52519, 1808.45,  458.87,    4.71,  455.30,    1.30,,,,,  914.17,    6.01,     54445,  920.18,   1363.39,   1365.24,   2728.63
2024-02-23,01:00:02.713,  100.46,  609.40,  349.22,  751.63,,,,,  449.68, 1361.04,     52523, 1810.72,  451.42,    5.01,  447.38,    1.60,,,,,  898.80,    6.61,     54449,  905.40,   1348.48,   1367.64,   2716.12
2024-02-23,01:00:03.713,  100.34,  609.39,  350.21,  751.85,,,,,  450.55, 1361.25,     52539, 1811.80,  450.39,    4.69,  444.75,    1.27,,,,,  895.14,    5.96,     54424,  901.10,   1345.69,   1367.20,   2712.89
2024-02-23,01:00:04.714,  100.00,  609.20,  348.57,  751.23,,,,,  448.57, 1360.44,     52514, 1809.01,  451.18,    5.16,  446.24,    1.75,,,,,  897.42,    6.91,     54380,  904.33,   1345.99,   1367.35,   2713.34
2024-02-23,01:00:05.714,  101.49,  611.57,  353.29,  754.77,,,,,  454.78, 1366.33,     52529, 1821.11,  460.86,    7.79,  456.43,    4.35,,,,,  917.29,   12.14,     54378,  929.43,   1372.07,   1378.47,   2750.54
2024-02-23,01:00:06.715,  111.50,  608.27,  386.11,  760.64,,,,,  497.61, 1368.91,     52541, 1866.53,  550.05,   23.98,  544.48,   20.46,,,,, 1094.53,   44.44,     55059, 1138.96,   1592.14,   1413.35,   3005.49
2024-02-23,01:00:07.715,   99.94,  609.58,  347.84,  751.29,,,,,  447.77, 1360.87,     52563, 1808.65,  489.36,    5.55,  485.78,    2.13,,,,,  975.15,    7.68,     54846,  982.83,   1422.92,   1368.56,   2791.48
2024-02-23,01:00:08.715,  100.63,  609.66,  350.84,  752.34,,,,,  451.47, 1362.01,     52549, 1813.47,  474.72,    4.92,  468.39,    1.48,,,,,  943.11,    6.39,     54499,  949.50,   1394.58,   1368.40,   2762.98
2024-02-23,01:00:09.715,   99.35,  609.04,  346.86,  750.56,,,,,  446.21, 1359.60,     52512, 1805.81,  464.45,    5.16,  459.20,    1.76,,,,,  923.65,    6.92,     54565,  930.57,   1369.86,   1366.52,   2736.39
2024-02-23,01:00:10.715,   88.18,  609.91,  314.15,  737.17,,,,,  402.34, 1347.08,     52496, 1749.41,  461.70,    4.81,  457.81,    1.38,,,,,  919.52,    6.20,     54465,  925.71,   1321.85,   1353.27,   2675.13
2024-02-23,01:00:11.715,   68.93,  608.29,  256.68,  711.88,,,,,  325.61, 1320.17,     52498, 1645.78,  461.32,    5.37,  456.43,    1.96,,,,,  917.75,    7.33,     54445,  925.08,   1243.36,   1327.50,   2570.86
2024-02-23,01:00:12.716,   71.99,  610.39,  266.63,  717.50,,,,,  338.63, 1327.89,     52499, 1666.52,  458.59,    4.71,  453.46,    1.29,,,,,  912.05,    6.00,     54511,  918.05,   1250.68,   1333.89,   2584.57
2024-02-23,01:00:13.717,   70.96,  610.35,  262.51,  715.79,,,,,  333.47, 1326.14,     52559, 1659.61,  451.02,    5.28,  449.35,    1.85,,,,,  900.37,    7.12,     54376,  907.49,   1233.84,   1333.26,   2567.10
2024-02-23,01:00:14.717,   71.99,  610.31,  265.79,  716.97,,,,,  337.78, 1327.28,     52483, 1665.06,  455.34,    4.76,  451.63,    1.34,,,,,  906.98,    6.10,     54395,  913.07,   1244.75,   1333.38,   2578.13
2024-02-23,01:00:15.717,   70.63,  609.50,  260.77,  714.34,,,,,  331.40, 1323.84,     52485, 1655.24,  447.93,    5.00,  443.66,    1.57,,,,,  891.59,    6.57,     54570,  898.15,   1222.99,   1330.41,   2553.40
2024-02-23,01:00:16.718,   83.78,  616.97,  301.42,  735.35,,,,,  385.20, 1352.32,     52576, 1737.52,  534.15,   24.23,  528.51,   21.02,,,,, 1062.66,   45.26,     55027, 1107.92,   1447.86,   1397.58,   2845.44
2024-02-23,01:00:17.718,   70.78,  609.55,  261.78,  714.79,,,,,  332.56, 1324.34,     52488, 1656.90,  495.36,    5.95,  487.28,    2.52,,,,,  982.65,    8.48,     54716,  991.12,   1315.21,   1332.81,   2648.02
2024-02-23,01:00:18.718,   70.96,  609.96,  262.77,  715.43,,,,,  333.74, 1325.39,     52522, 1659.12,  475.72,    4.89,  471.09,    1.47,,,,,  946.82,    6.36,     54632,  953.17,   1280.55,   1331.75,   2612.30
2024-02-23,01:00:19.718,   71.80,  610.17,  265.46,  716.62,,,,,  337.26, 1326.80,     52494, 1664.06,  464.25,    4.71,  458.98,    1.28,,,,,  923.23,    5.99,     54453,  929.22,   1260.49,   1332.79,   2593.28
2024-02-23,01:00:20.718,   83.37,  609.84,  298.53,  730.82,,,,,  381.90, 1340.66,     52511, 1722.56,  462.65,    5.38,  458.16,    1.96,,,,,  920.81,    7.34,     54443,  928.15,   1302.71,   1348.00,   2650.71
2024-02-23,01:00:21.718,  100.37,  609.34,  348.21,  750.88,,,,,  448.58, 1360.22,     52502, 1808.80,  453.92,    4.66,  449.39,    1.25,,,,,  903.30,    5.91,     54356,  909.21,   1351.89,   1366.13,   2718.01
2024-02-23,01:00:22.719,  100.22,  609.97,  347.95,  751.56,,,,,  448.17, 1361.53,     52581, 1809.70,  461.04,    5.56,  456.19,    2.14,,,,,  917.23,    7.70,     54395,  924.93,   1365.40,   1369.23,   2734.63
2024-02-23,01:00:23.718,  100.48,  610.01,  349.58,  752.14,,,,,  450.06, 1362.15,     52511, 1812.21,  455.29,    4.87,  453.39,    1.46,,,,,  908.68,    6.33,     54431,  915.01,   1358.74,   1368.48,   2727.22
2024-02-23,01:00:24.719,   99.97,  609.48,  347.76,  751.14,,,,,  447.74, 1360.62,     52512, 1808.36,  458.29,    5.20,  452.16,    1.81,,,,,  910.46,    7.02,     54562,  917.47,   1358.19,   1367.63,   2725.83
2024-02-23,01:00:25.719,  100.21,  610.09,  347.56,  751.29,,,,,  447.77, 1361.38,     52523, 1809.16,  452.85,    4.65,  445.44,    1.24,,,,,  898.29,    5.88,     54547,  904.17,   1346.06,   1367.27,   2713.33
2024-02-23,01:00:26.719,  122.66,  581.49,  428.20,  745.07,,,,,  550.87, 1326.56,     52598, 1877.43,  498.81,   14.39,  492.15,   10.64,,,,,  990.97,   25.03,     54653, 1016.00,   1541.84,   1351.59,   2893.43
2024-02-23,01:00:27.719,  101.40,  612.67,  352.55,  755.79,,,,,  453.96, 1368.46,     52512, 1822.41,  508.46,    6.40,  504.66,    2.99,,,,, 1013.12,    9.40,     54815, 1022.51,   1467.07,   1377.85,   2844.93
2024-02-23,01:00:28.719,  100.98,  611.30,  351.39,  753.89,,,,,  452.37, 1365.19,     52511, 1817.57,  479.67,    4.83,  477.20,    1.43,,,,,  956.87,    6.26,     54569,  963.13,   1409.25,   1371.45,   2780.70
2024-02-23,01:00:29.720,   99.67,  610.12,  346.17,  750.97,,,,,  445.84, 1361.09,     52521, 1806.93,  466.40,    5.07,  464.24,    1.67,,,,,  930.64,    6.75,     54488,  937.39,   1376.48,   1367.83,   2744.31
2024-02-23,01:00:30.719,   85.97,  395.51,  303.28,  519.75,,,,,  389.25,  915.25,     52551, 1304.50,  408.91,    4.58,  408.26,    1.19,,,,,  817.17,    5.76,     53911,  822.93,   1206.41,    921.02,   2127.43
2024-02-23,01:00:31.719,   59.59,   85.58,  216.56,  177.17,,,,,  276.15,  262.75,     52440,  538.90,  327.96,    4.96,  328.81,    1.55,,,,,  656.77,    6.50,     52994,  663.27,    932.92,    269.25,   1202.18
2024-02-23,01:00:32.720,   61.23,   91.18,  223.14,  185.36,,,,,  284.37,  276.54,     52441,  560.91,  316.32,    4.65,  315.66,    1.24,,,,,  631.98,    5.89,     52948,  637.88,    916.35,    282.44,   1198.79
2024-02-23,01:00:33.720,   59.18,   90.40,  215.18,  181.98,,,,,  274.36,  272.37,     52494,  546.73,  326.08,    5.53,  323.10,    2.11,,,,,  649.18,    7.64,     53049,  656.82,    923.53,    280.01,   1203.55
2024-02-23,01:00:34.720,   60.82,   93.70,  221.00,  187.03,,,,,  281.83,  280.73,     52438,  562.56,  322.01,    4.84,  318.20,    1.42,,,,,  640.21,    6.27,     52976,  646.47,    922.04,    287.00,   1209.04
2024-02-23,01:00:35.721,   59.81,   93.49,  216.45,  185.01,,,,,  276.25,  278.49,     52439,  554.75,  320.27,    7.19,  315.91,    3.73,,,,,  636.18,   10.92,     52949,  647.10,    912.44,    289.41,   1201.85
2024-02-23,01:00:36.721,   52.17,  152.77,  181.14,  228.50,,,,,  233.31,  381.27,     52493,  614.57,  363.92,    6.76,  361.92,    3.32,,,,,  725.84,   10.08,     53196,  735.92,    959.15,    391.34,   1350.49
2024-02-23,01:00:37.720,   72.50,  254.39,  246.54,  356.69,,,,,  319.05,  611.08,     52453,  930.12,  429.56,   24.30,  426.41,   20.84,,,,,  855.97,   45.14,     53395,  901.11,   1175.02,    656.21,   1831.23
2024-02-23,01:00:38.720,   62.28,  251.78,  212.81,  343.37,,,,,  275.10,  595.14,     52441,  870.24,  348.57,    5.25,  347.66,    1.83,,,,,  696.23,    7.08,     53052,  703.31,    971.33,    602.22,   1573.55
2024-02-23,01:00:39.721,   61.75,  249.79,  210.82,  341.47,,,,,  272.56,  591.26,     52476,  863.83,  335.50,    5.23,  334.08,    1.80,,,,,  669.59,    7.03,     53041,  676.62,    942.15,    598.30,   1540.45
2024-02-23,01:00:40.721,   47.68,  329.17,  164.69,  398.67,,,,,  212.37,  727.84,     52433,  940.22,  371.86,    4.76,  369.45,    1.36,,,,,  741.31,    6.12,     53576,  747.43,    953.68,    733.97,   1687.65
2024-02-23,01:00:41.721,   24.16,  437.28,   83.97,  469.74,,,,,  108.14,  907.02,     52480, 1015.15,  440.32,    5.13,  434.10,    1.69,,,,,  874.42,    6.82,     54326,  881.24,    982.55,    913.84,   1896.39
2024-02-23,01:00:42.721,   25.14,  447.36,   88.66,  481.87,,,,,  113.80,  929.22,     52434, 1043.03,  443.19,    4.69,  438.22,    1.27,,,,,  881.40,    5.96,     54345,  887.37,    995.21,    935.19,   1930.40
2024-02-23,01:00:43.722,   24.26,  453.85,   85.26,  487.23,,,,,  109.52,  941.08,     52474, 1050.60,  443.91,    4.72,  440.15,    1.32,,,,,  884.06,    6.04,     54512,  890.10,    993.58,    947.12,   1940.70
2024-02-23,01:00:44.722,   23.34,  453.25,   82.44,  485.36,,,,,  105.77,  938.60,     52428, 1044.37,  451.57,    5.73,  448.26,    2.31,,,,,  899.83,    8.04,     54417,  907.87,   1005.60,    946.64,   1952.24
2024-02-23,01:00:45.721,   23.07,  453.99,   81.30,  485.30,,,,,  104.36,  939.29,     52425, 1043.66,  455.16,    4.67,  450.80,    1.25,,,,,  905.96,    5.92,     54407,  911.88,   1010.32,    945.22,   1955.54
2024-02-23,01:00:46.722,   22.82,  454.55,   80.07,  485.11,,,,,  102.89,  939.65,     52482, 1042.55,  454.62,    5.18,  448.75,    1.78,,,,,  903.37,    6.96,     54503,  910.33,   1006.26,    946.61,   1952.87
2024-02-23,01:00:47.722,   38.67,  493.21,  135.18,  544.44,,,,,  173.85, 1037.65,     52460, 1211.50,  529.22,   23.38,  521.53,   19.89,,,,, 1050.75,   43.27,     54809, 1094.02,   1224.60,   1080.92,   2305.52
2024-02-23,01:00:48.722,   25.23,  499.12,   91.02,  534.11,,,,,  116.26, 1033.22,     52483, 1149.48,  492.27,    5.58,  484.51,    2.17,,,,,  976.78,    7.74,     54814,  984.53,   1093.04,   1040.97,   2134.01
2024-02-23,01:00:49.722,   24.28,  490.56,   87.04,  523.78,,,,,  111.32, 1014.34,     52429, 1125.66,  474.54,    5.05,  466.61,    1.61,,,,,  941.15,    6.66,     54586,  947.81,   1052.47,   1021.00,   2073.47
2024-02-23,01:00:50.723,   33.14,  333.71,  118.54,  383.67,,,,,  151.67,  717.38,     52477,  869.05,  409.51,    5.47,  402.44,    2.05,,,,,  811.95,    7.52,     53827,  819.46,    963.62,    724.90,   1688.52
2024-02-23,01:00:51.723,   44.71,  116.75,  160.89,  189.15,,,,,  205.60,  305.90,     52415,  511.49,  280.49,    4.58,  272.34,    1.15,,,,,  552.84,    5.73,     52619,  558.57,    758.43,    311.63,   1070.06
2024-02-23,01:00:52.722,   44.38,  108.59,  160.36,  180.87,,,,,  204.74,  289.45,     52414,  494.19,  254.94,    4.84,  253.34,    1.42,,,,,  508.27,    6.27,     52565,  514.54,    713.01,    295.72,   1008.73
2024-02-23,01:00:53.723,   44.41,  103.62,  160.39,  176.05,,,,,  204.80,  279.67,     52460,  484.47,  248.10,    4.63,  245.05,    1.21,,,,,  493.15,    5.83,     52558,  498.98,    697.95,    285.50,    983.45
2024-02-23,01:00:54.723,   44.15,   99.56,  159.24,  171.67,,,,,  203.38,  271.24,     52408,  474.62,  244.06,    4.75,  237.96,    1.32,,,,,  482.02,    6.07,     52520,  488.09,    685.40,    277.31,    962.71
2024-02-23,01:00:55.723,   44.32,   97.02,  159.25,  168.73,,,,,  203.56,  265.75,     52460,  469.31,  242.82,    4.80,  238.98,    1.39,,,,,  481.80,    6.19,     52560,  488.00,    685.36,    271.94,    957.31
2024-02-23,01:00:56.723,   44.52,   95.98,  160.06,  167.99,,,,,  204.58,  263.98,     52408,  468.55,  246.49,    4.96,  241.90,    1.55,,,,,  488.39,    6.51,     52544,  494.90,    692.97,    270.49,    963.45
2024-02-23,01:00:57.724,   57.82,  110.59,  203.19,  197.44,,,,,  261.01,  308.03,     52482,  569.03,  333.45,   23.61,  331.91,   20.43,,,,,  665.36,   44.04,     52755,  709.39,    926.36,    352.06,   1278.43
2024-02-23,01:00:58.723,   50.70,  113.97,  182.59,  195.06,,,,,  233.29,  309.03,     52420,  542.33,  313.26,    5.99,  303.79,    2.57,,,,,  617.06,    8.56,     52618,  625.61,    850.35,    317.59,   1167.94
2024-02-23,01:00:59.724,   50.17,  109.53,  181.22,  190.28,,,,,  231.39,  299.81,     52465,  531.20,  270.33,    4.62,  258.17,    1.20,,,,,  528.50,    5.82,     52610,  534.32,    759.89,    305.63,   1065.52
2024-02-23,01:01:00.724,   64.96,  240.77,  220.92,  337.61,,,,,  285.88,  578.38,     52426,  864.26,  272.15,    5.32,  263.60,    1.91,,,,,  535.75,    7.23,     52676,  542.99,    821.64,    585.61,   1407.25
2024-02-23,01:01:01.724,   84.01,  414.18,  270.80,  531.24,,,,,  354.81,  945.42,     52454, 1300.23,  305.16,    4.90,  298.98,    1.49,,,,,  604.14,    6.39,     52853,  610.53,    958.95,    951.81,   1910.76
2024-02-23,01:01:02.723,   83.50,  407.92,  269.30,  524.46,,,,,  352.80,  932.38,     52489, 1285.17,  304.95,    4.89,  302.99,    1.47,,,,,  607.94,    6.36,     52911,  614.30,    960.74,    938.73,   1899.47
2024-02-23,01:01:03.723,   83.39,  402.63,  268.68,  518.84,,,,,  352.07,  921.47,     52440, 1273.55,  306.24,    4.73,  302.72,    1.33,,,,,  608.96,    6.05,     52906,  615.02,    961.04,    927.53,   1888.57
2024-02-23,01:01:04.724,   83.26,  399.31,  268.88,  515.89,,,,,  352.14,  915.20,     52490, 1267.34,  308.43,    4.93,  302.78,    1.49,,,,,  611.20,    6.42,     52944,  617.62,    963.34,    921.62,   1884.96
2024-02-23,01:01:05.724,   83.05,  396.25,  267.99,  512.31,,,,,  351.04,  908.56,     52447, 1259.60,  306.46,    4.66,  304.78,    1.25,,,,,  611.23,    5.92,     52894,  617.15,    962.27,    914.48,   1876.75
2024-02-23,01:01:06.724,   78.52,  335.01,  262.24,  447.02,,,,,  340.76,  782.03,     52446, 1122.79,  357.06,    9.33,  354.43,    5.87,,,,,  711.50,   15.20,     53091,  726.70,   1052.26,    797.23,   1849.49
2024-02-23,01:01:07.726,   89.16,  342.01,  299.55,  464.08,,,,,  388.70,  806.09,     52523, 1194.79,  367.73,   13.04,  361.65,    9.28,,,,,  729.38,   22.31,     53112,  751.69,   1118.08,    828.41,   1946.48
2024-02-23,01:01:08.726,   86.93,  380.39,  288.50,  501.21,,,,,  375.42,  881.60,     52460, 1257.02,  394.48,    8.30,  390.69,    4.79,,,,,  785.17,   13.08,     53315,  798.26,   1160.60,    894.68,   2055.28
